candidate_id,title,field,reviewer_a,reviewer_b,adjudicated_value,adjudication_anchor,adjudication_notes
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,state_fidelity_metrics,"Power spectra, functional connectivity, prediction error, latent clustering and condition-discriminator accuracy","ECoG prediction error, power spectra, functional connectivity, latent clustering, and awake/anesthesia discriminator performance","Power spectra, functional connectivity, prediction error, latent clustering and condition-discriminator accuracy","npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for state_fidelity_metrics: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,transition_metrics,Held-out transition-sequence prediction and classification before/after assimilation or intervention,One-step prediction and supplementary 1-100-step error; held-out-subject adaptation/assimilation analyses,Held-out transition-sequence prediction and classification before/after assimilation or intervention,"npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for transition_metrics: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,rollout_stability,Real-time assimilation and two-second sequence generation are demonstrated; no horizon-degradation curve,Prediction error rises gradually across 1-100 steps; no explicit physical constraint-violation metric,Prediction error is reported across 1-100 free-running steps and online assimilation is repeated; no explicit physiological constraint-violation or very-long-horizon stability audit is reported.,"npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for rollout_stability: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,action_sensitivity,"Global z3, network z2 and regional z1 interventions; several intervention targets are compared",Virtual intervention versus non-intervened latent trajectory and dose/state manipulations are shown in model space,"Global z3, network z2 and regional z1 interventions; several intervention targets are compared","npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for action_sensitivity: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,calibration_and_uncertainty,"Variational stochastic samples/posteriors are used, but no reliability, ECE or coverage calibration","Variational posterior and repeated simulations represent uncertainty, but no reliability, ECE, calibration slope, or interval-coverage calibration is reported","Variational stochastic samples/posteriors are used, but no reliability, ECE or coverage calibration","npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for calibration_and_uncertainty: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,external_validation,Leave-one-animal-out evaluation requires data assimilation on the held-out animal; therefore adapted rather than frozen external validation,Frozen leave-one-animal-out initial testing followed by assimilation/adaptation on the held-out animal; this is strong population transfer but not wholly frozen after adaptation,"Leave-one-animal-out testing is followed by assimilation/adaptation on the held-out animal; this is adapted population transfer, not wholly frozen external validation.","npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for external_validation: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,decision_utility,No clinical decision outcome; virtual intervention localizes networks and tests mechanistic hypotheses,"Offline consciousness-state discrimination, real-time signal simulation, and virtual intervention; no clinical workflow trial",No clinical decision outcome; virtual intervention localizes networks and tests mechanistic hypotheses,"npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for decision_utility: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,safety_evaluation,"No physiological hazard, dose limit, failure recovery or real intervention safety evaluation","No explicit hazard severity, harmful intervention, override, recovery, or deployment monitoring test","No physiological hazard, dose limit, failure recovery or real intervention safety evaluation","npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for safety_evaluation: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,statistical_analysis,"Two-way ANOVA, t-tests, silhouette analyses and reported P values","Cross-validation, condition comparisons, and reported inferential analyses support results; exact repeated-rollout uncertainty is limited","Two-way ANOVA, t-tests, silhouette analyses and reported P values","npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for statistical_analysis: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,causal_language,Virtual intervention and digital-twin language is used without an identified causal treatment effect,"Uses virtual drug administration/intervention and functional-network language, not an identified biological treatment effect",Virtual intervention and digital-twin language is used without an identified causal treatment effect,"npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for causal_language: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,estimand,NA: simulated latent-state response rather than a population intervention estimand,NA: model-space trajectory under virtual latent perturbation; no population clinical effect estimand,NA: simulated latent-state response rather than a population intervention estimand,"npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for estimand: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,confounding_strategy,NA: no real treatment-effect analysis,NA: no observational treatment-effect estimation,NA: no real treatment-effect analysis,"npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for confounding_strategy: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,positivity_and_overlap,NA: no real treatment support/overlap analysis,NA: virtual latent interventions are not tied to empirical treatment support,NA: no real treatment support/overlap analysis,"npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for positivity_and_overlap: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,counterfactual_validation,Condition classification and known-state transitions validate simulations indirectly; no real intervention counterfactual,Held-out-animal signal/latent behavior and biological network plausibility only; no real interventional counterfactual validation,Condition classification and known-state transitions validate simulations indirectly; no real intervention counterfactual,"npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for counterfactual_validation: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,code_access,Core PV-RNN implementation public at https://github.com/h-idei/pvrnn_sa; Apache-2.0 license,No public code repository identified in the paper,Core PV-RNN implementation public at https://github.com/h-idei/pvrnn_sa; Apache-2.0 license,"npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for code_access: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,weights_access,"Unclear: repository includes example trained arrays, but study-specific macaque simulator weights were not clearly identified",No public trained weights identified,"Unclear: repository includes example trained arrays, but study-specific macaque simulator weights were not clearly identified","npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for weights_access: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,data_access,Neurotycho data are publicly accessible under its terms,Underlying Neurotycho ECoG data are publicly accessible,Neurotycho data are publicly accessible under its terms,"npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for data_access: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,preprocessing_reproducibility,"Electrode selection, normalization, sequence construction and model/assimilation settings are described",Architecture and preprocessing are described; absence of code/weights limits reproducibility,"Electrode selection, normalization, sequence construction, model, assimilation, and intervention settings are described; public Neurotycho data and a generic PV-RNN implementation exist, but study-specific training configuration and weights were not confirmed.","npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for preprocessing_reproducibility: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,randomness,Stochastic sequence sets and cross-animal folds are reported; fixed training seeds are NI,Four-fold animal splits and stochastic variational simulations are reported; exact global seed protocol is unclear,Stochastic sequence sets and cross-animal folds are reported; fixed training seeds are NI,"npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for randomness: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,evidence_anchors,"PMC11811282 Methods: ECoG data, model training, data assimilation and virtual intervention; Figs. 2-5 and Table 1; Data/Code Availability; official PV-RNN repository README.","Methods 'ECoG data', hierarchical V-RNN, data assimilation, and virtual intervention; Results figures on held-out prediction, latent self-organization, spectra/connectivity, 1-100-step errors, and 2,000-step virtual intervention; Data Availability cites Neurotycho","npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.","npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for evidence_anchors: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,appraisal_strengths,"Subject-held-out design, explicit online assimilation and multi-level intervention analysis","Leave-one-animal evaluation, explicit hierarchical states, free-running horizon analysis, online assimilation, and virtual intervention sensitivity","Leave-one-animal evaluation, explicit hierarchical states, horizon-resolved free simulation, online assimilation, and multi-level virtual intervention sensitivity.","npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for appraisal_strengths: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,appraisal_limitations,Only four animals; held-out-animal adaptation; virtual latent manipulations lack real dose/action validation and safety testing,"Only four animals; adapted external-subject evaluation; intervention remains latent/model-based; no formal calibration, causal validation, safety testing, code, or weights","Only four animals; held-out-subject evidence becomes adapted after assimilation; intervention remains latent/model-based; no formal calibration, real intervention validation, hazard test, or confirmed study-specific weights/configuration.","npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for appraisal_limitations: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,source_status,full_text_inspected,Primary peer-reviewed full text inspected through PMC XML; public data statement checked,Primary peer-reviewed full text and supplementary results inspected; public data statement and generic implementation checked.,"npj Digital Medicine PMCID PMC11811282: Methods on ECoG data, hierarchical V-RNN, data assimilation, and virtual intervention; Figs. 2-5, Table 1, supplementary 1-100-step prediction results, and 2,000-step intervention; Data Availability; h-idei/pvrnn_sa repository checked.",Primary-source adjudication for source_status: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,primary_source_url,https://pmc.ncbi.nlm.nih.gov/articles/PMC12116581/,https://doi.org/10.3389/fnhum.2025.1566566,https://pmc.ncbi.nlm.nih.gov/articles/PMC12116581/,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for primary_source_url: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,publication_status,Peer-reviewed Frontiers in Human Neuroscience article; 2025,"Peer-reviewed journal article (Frontiers in Human Neuroscience, 2025)",Peer-reviewed Frontiers in Human Neuroscience article; 2025,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for publication_status: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,domain,EEG; Parkinson disease; neuromodulation and control,Parkinson's disease EEG dynamics and galvanic vestibular stimulation,EEG; Parkinson disease; neuromodulation and control,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for domain: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,dataset_or_cohort,University of British Columbia Parkinson and healthy-control EEG/GVS study,University of British Columbia Parkinson's disease and healthy-control motor-preparation EEG cohort,University of British Columbia Parkinson and healthy-control EEG/GVS study,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for dataset_or_cohort: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,sample_scale,18 Parkinson participants and 18 selected healthy controls; seven medication/stimulation condition groups; 10 trials per block,18 participants with Parkinson's disease and 18 healthy controls after exclusions; 10 trials per condition across seven group/stimulation-medication conditions,18 Parkinson participants and 18 selected healthy controls; seven medication/stimulation condition groups; 10 trials per block,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for sample_scale: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,institution_count,1 institution,1 study site reported (University of British Columbia),1 institution,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for institution_count: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,split_strategy,Six-fold subject-level cross-validation with 15 training and 3 test subjects in each condition-specific group,Six-fold subject-level split using 15 training and 3 test participants per group in each fold,Six-fold subject-level cross-validation with 15 training and 3 test subjects in each condition-specific group,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for split_strategy: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,observation_process,Twenty-seven-channel 1 kHz EEG during a one-second movement-preparation interval; five regional signals used by the model,"1 kHz EEG, initially 27 channels and summarized into five regions of interest during preparatory motor-task epochs; sham, GVS1, GVS2, and medication conditions",Twenty-seven-channel 1 kHz EEG during a one-second movement-preparation interval; five regional signals used by the model,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for observation_process: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,missingness,Two Parkinson records were excluded for noise and 18 of 22 healthy controls were selected; no missing-data model,Participant/trial exclusions are described; no explicit missing-data generative model,Two Parkinson records were excluded for noise and 18 of 22 healthy controls were selected; no missing-data model,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for missingness: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,censoring_or_competing_events,NA: fixed EEG trials; no time-to-event outcome,NA: fixed motor-task epochs with no clinical censoring or competing events,NA: fixed EEG trials; no time-to-event outcome,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for censoring_or_competing_events: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,state,Five regional EEG features encoded into a three-dimensional Koopman latent state,Three-dimensional Koopman latent state representing preparatory cortical dynamics,Five regional EEG features encoded into a three-dimensional Koopman latent state,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for state: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,observation_decoder,Reconstructed/predicted EEG state trajectories and latent trajectories,Decoder reconstructs regional EEG trajectories from latent state,Reconstructed/predicted EEG state trajectories and latent trajectories,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for observation_decoder: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,action,LQR latent control intended to move PD-Off dynamics toward healthy-control reference,GVS condition and medication are observed experimental conditions; LQR supplies simulated control toward healthy latent dynamics,LQR latent control intended to move PD-Off dynamics toward healthy-control reference,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for action: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,action_provenance,Simulated identity-matrix latent control; actual GVS/levodopa are observed experimental conditions but not the modeled LQR dose,"GVS was administered experimentally under defined frequency bands; LQR is a simulated controller, not administered according to model output",Simulated identity-matrix latent control; actual GVS/levodopa are observed experimental conditions but not the modeled LQR dose,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for action_provenance: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,transition_mechanism,Deep autoencoder with linear Koopman latent transition and linear-quadratic regulator,Deep encoder/decoder maps EEG to a latent linear Koopman transition matrix; LQR acts on the linear latent dynamics,Deep autoencoder with linear Koopman latent transition and linear-quadratic regulator,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for transition_mechanism: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,maximum_horizon,Prediction evaluated through 15 milliseconds; LQR control horizon not explicitly reported,Recursive predictions evaluated from 1 through 15 steps; ten-step normalized error is highlighted,Recursive prediction error is reported from 1 through 15 steps (with 10-step error highlighted); the LQR tracking horizon is shown but not separately specified as a clinical time horizon.,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for maximum_horizon: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,rollout_regime,Free multi-step latent prediction and simulated closed-loop LQR,Free-running latent predictions for multistep evaluation; LQR closed loop is simulated,Free-running latent prediction across 1-15 steps and simulated closed-loop LQR trajectory tracking.,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for rollout_regime: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,capability_claim,Planning: compute a control sequence to drive PD latent dynamics toward a healthy reference,Planning: LQR is optimized to steer Parkinson's latent dynamics toward a healthy reference,Planning: compute a control sequence to drive PD latent dynamics toward a healthy reference,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for capability_claim: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
