audit_id,route,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason,reviewer_c_decision,reviewer_c_corpus_type,reviewer_c_reason_code,reviewer_c_rationale,reviewer_d_decision,reviewer_d_corpus_type,reviewer_d_reason_code,reviewer_d_rationale,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale,qc_decision,qc_corpus_type,qc_reason_code,qc_rationale,full_text_anchor,confidence,lead_final_decision,lead_final_corpus_type,lead_final_reason_code,lead_rationale,lead_full_text_anchor,lead_confidence
ALT-75ede1e4486d,fresh_alternate_public_search,The Potential of Digital Twins for Pediatric Rare Diseases.,"Rare diseases affect over 300 million people globally, with approximately 75% manifesting in childhood. Their diagnosis is often delayed and approved treatments are lacking for most of the conditions. Pediatric rare diseases research is further complicated by ethical constraints and developmental diversity across childhood. Digital Twins, virtual representations of patients built from mechanistic and AI/ML models, offer a promising solution by enabling hypothesis testing, precision diagnostics, personalized therapies, and in silico trials for pediatric rare diseases. This article discusses the potential of DT applications in advancing precision medicine for pediatric rare diseases, alongside associated regulatory perspectives, modeling strategies, uncertainty analysis, as well as data, ethical and legal challenges.","Malik-Sheriff RS, Limdi A, Petsalaki E, Hermjakob H, McDonagh EM.",2026,2026-04-01,,10.1002/psp4.70234,,https://europepmc.org/article/MED/41915424,,europe_pmc,europe_pmc_core,indexed,,exclude,review,review_not_primary,This broad pediatric digital-twin perspective offers potential applications rather than a world-model evidence synthesis.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for potential digital twins pediatric rare diseases, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"This perspective discusses potential rare-disease twin strategies, regulation, and ethics but does not substantially synthesize evaluated learned dynamic simulators.",,,,,,,,,,,,
ALT-0fdbd7fc2fe3,fresh_alternate_public_search,The potential of the Medical Digital Twin in diabetes management: a review.,"Diabetes is a chronic prevalent disease that must be managed to improve the patient's quality of life. However, the limited healthcare management resources compared to the large diabetes mellitus (DM) population are an obstacle that needs modern information technology to improve. Digital twin (DT) is a relatively new approach that has emerged as a viable tool in several sectors of healthcare, and there have been some publications on DT in disease management. The systematic summary of the use of DTs and its potential applications in DM is less reported. In this review, we summarized the key techniques of DTs, proposed the potentials of DTs in DM management from different aspects, and discussed the concerns of this novel technique in DM management.",Yanting Chu; Shanhong Li; Jie Tang; Huiqun Wu,2023,2023,Frontiers in medicine,10.3389/fmed.2023.1178912,,https://pubmed.ncbi.nlm.nih.gov/37547605/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,exclude,review,review_not_primary,This generic diabetes digital-twin review summarizes potential uses without a world-model evidence map.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for potential medical digital twin diabetes management review, including prediction, simulation, or intervention use.",exclude,not_applicable,review_scope_too_broad,post_adjudication_inclusion_qc,"The narrative review covers data acquisition, modeling, AI, feedback, and multiscale diabetes applications, but it does not centrally synthesize empirical learned-transition and rollout evaluations.",exclude,not_applicable,review_scope_too_broad,"The narrative review covers data acquisition, modeling, AI, feedback, and multiscale diabetes applications, but it does not centrally synthesize empirical learned-transition and rollout evaluations.","Full text sections: key techniques, digital modeling and simulation, decision-making and AI, feedback and control, and body/organ/molecular applications.",medium,,,,,,
ALT-4e7f7bf92591,fresh_alternate_public_search,The Virtual Patient Simulator: Using Hemodynamics and the Cardioenergetic Profile to Optimize Heart Failure Care.,,Jonathan Grinstein; Pablo J Blanco; Ryo Torii; Rohan Goswami,2025,2025,JACC. Basic to translational science,10.1016/j.jacbts.2025.01.009,,https://pubmed.ncbi.nlm.nih.gov/40139863/,journal-article,crossref;europe_pmc;pubmed,"""patient simulator"" clinical;europe_pmc_core;pubmed_core",indexed,,uncertain,not_applicable,insufficient_abstract,"The title suggests a heart-failure simulator, but no abstract clarifies whether its dynamics are learned.",uncertain,empirical,insufficient_abstract,"The virtual patient simulator hemodynamics cardioenergetic profile optimize heart failure care title plausibly denotes learned medical dynamics, but the missing abstract does not establish direct future or action evaluation.",exclude,not_applicable,no_primary_empirical_evaluation,reviewer_consensus,A: Describes a heart-failure virtual patient decision concept; does not report a verifiable primary model evaluation. B: The record lacks a complete primary empirical evaluation sufficient to verify eligible dynamics and results.,,,,,,,,,,,,
ALT-7371d6ebce00,fresh_alternate_public_search,Toward mechanistic medical digital twins: some use cases in immunology.,"A fundamental challenge for personalized medicine is to capture enough of the complexity of an individual patient to determine an optimal way to keep them healthy or restore their health. This will require personalized computational models of sufficient resolution and with enough mechanistic information to provide actionable information to the clinician. Such personalized models are increasingly referred to as medical digital twins. Digital twin technology for health applications is still in its infancy, and extensive research and development is required. This article focuses on several projects in different stages of development that can lead to specific-and practical-medical digital twins or digital twin modeling platforms. It emerged from a two-day forum on problems related to medical digital twins, particularly those involving an immune system component. Open access video recordings of the forum discussions are available.",Reinhard Laubenbacher; Fred Adler; Gary An; Filippo Castiglione; Stephen Eubank; Luis L Fonseca; James Glazier; Tomas Helikar; Marti Jett-Tilton; Denise Kirschner; Paul Macklin; Borna Mehrad; Beth Moore; Virginia Pasour; Ilya Shmulevich; Amber Smith; Isabel Voigt; Thomas E Yankeelov; Tjalf Ziemssen,2024,2024,Frontiers in digital health,10.3389/fdgth.2024.1349595,,https://pubmed.ncbi.nlm.nih.gov/38515550/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,exclude,review,review_not_primary,This perspective surveys mechanistic immunology twins rather than learned medical world-model evidence.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for mechanistic medical digital twins some cases immunology, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"The forum-derived review highlights predominantly mechanistic immune-model projects and future platforms, not learned transition systems and their operational evaluations as a central category.",,,,,,,,,,,,
ALT-d81426ebf4f9,fresh_alternate_public_search,"Towards a multi-organ, multi-omics medical digital twin.",,Junhao Wen,2025,2025,Nature biomedical engineering,10.1038/s41551-025-01474-w,,https://pubmed.ncbi.nlm.nih.gov/40855122/,journal-article,crossref;europe_pmc;pubmed,"""medical digital twin"" trajectory;europe_pmc_core;pubmed_core",indexed,,uncertain,not_applicable,insufficient_abstract,"The medical digital-twin title is relevant, but no abstract reveals model type or evaluation.",uncertain,review,insufficient_abstract,"The multi organ multi omics medical digital twin title plausibly denotes a medical world-model review, but the missing abstract does not establish its primary scope.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"This short perspective proposes a multi-organ, multi-omics twin direction without a substantial synthesis of evaluated learned dynamics.",,,,,,,,,,,,
ALT-93e4c18ce5af,fresh_alternate_public_search,Towards AI-based precision rehabilitation via contextual model-based reinforcement learning.,"BACKGROUND: Stroke is a condition marked by considerable variability in lesions, recovery trajectories, and responses to therapy. Consequently, precision medicine in rehabilitation post-stroke, which aims to deliver the ""right intervention, at the right time, in the right setting, for the right person,"" is essential for optimizing stroke recovery. Although artificial intelligence (AI) has been effectively utilized in other medical fields, no current AI system is designed to tailor and continuously refine rehabilitation plans post-stroke. METHODS: We propose a novel AI-based decision-support system for precision rehabilitation that uses reinforcement learning (RL) to personalize the treatment plan. Specifically, our system iteratively adjusts the sequential treatment plan-timing, dosage, and intensity-to maximize long-term outcomes based on a patient model that includes covariate data (the context). The system collaborates with clinicians and people with stroke to customize the recommended plan based on clinical judgment, constraints, and preferences. To achieve this goal, we propose a contextual Markov decision process (CMDP) framework and a novel hierarchical Bayesian model-based RL algorithm, named posterior sampling for contextual RL (PSCRL), that discovers and continuously adjusts near-optimal sequential treatments by efficiently balancing exploitation and exploration while respecting constraints and preferences. RESULTS: We implemented and validated our precision rehabilitation system in simulations with 150 diverse, synthetic patients. Simulation results showed the system's ability to continuously learn from both upcoming data from the current patient and a database of past patients via Bayesian hierarchical modeling. Specifically, the algorithm's sequential treatment recommendations became increasingly more effective in improving functional gains for each patient over time and across the synthetic patient population. As a result, the algorithm's treatments were superior to non-adaptive, ""one-size-fits-all"" dosing schedules (uniform, decreasing, and increasing). CONCLUSIONS: Our novel AI-based precision rehabilitation system, based on contextual model-based RL, has the potential to play a key role in novel learning health systems in rehabilitation.",Dongze Ye; Haipeng Luo; Carolee Winstein; Nicolas Schweighofer,2025,2025,Journal of neuroengineering and rehabilitation,10.1186/s12984-025-01771-0,,https://pubmed.ncbi.nlm.nih.gov/41419889/,journal-article,crossref;europe_pmc;pubmed,"""model-based reinforcement learning"" medical;""model-based reinforcement learning"" surgical;europe_pmc_core;pubmed_core",indexed,,include,empirical,include_empirical,Bayesian model-based RL adapts patient dynamics and directly evaluates sequential rehabilitation control.,include,empirical,include_empirical,The ai precision rehabilitation contextual reinforcement learning study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,exclude,not_applicable,no_operational_dynamics_evaluation,post_adjudication_inclusion_qc,The contextual transition and treatment-response environment are demonstrated only on 150 synthetic patients; no learned or adapted dynamics are evaluated against observed stroke-rehabilitation trajectories.,exclude,not_applicable,no_operational_dynamics_evaluation,The contextual transition and treatment-response environment are demonstrated only on 150 synthetic patients; no learned or adapted dynamics are evaluated against observed stroke-rehabilitation trajectories.,"Full text, Methods and Results: contextual MDP, hierarchical Bayesian PSCRL, and simulation-only comparison with fixed dosing schedules.",high,,,,,,
ALT-7a4e7d9c8802,fresh_alternate_public_search,Trajectory forecasting lifts the femtosecond ceiling in molecular simulation,,Seyed Mohamad Moosavi,2026,2026,Nature Machine Intelligence,10.1038/s42256-026-01275-z,,https://doi.org/10.1038/s42256-026-01275-z,journal-article,crossref,"""physiological trajectory"" forecasting",registered,,uncertain,not_applicable,insufficient_abstract,"The title suggests learned molecular trajectory forecasting, but domain and evaluation details are absent.",exclude,not_applicable,wrong_domain,"This record concerns trajectory forecasting lifts femtosecond ceiling molecular simulation, which is outside medical or biomedical systems.",exclude,not_applicable,wrong_domain,reviewer_consensus,A: Forecasts molecular trajectories for physical simulation; lacks a substantive medical or biomedical modeled state. B: The modeled system is outside the review’s substantive medical or biomedical scope.,,,,,,,,,,,,
ALT-cb711f02e823,fresh_alternate_public_search,Treatment and therapy with digital twin technology,,Anand Jawdekar; Ayush Kumawat,2025,2025,Digital Twin Technology for Better Health,10.1201/9781003498117-4,,https://doi.org/10.1201/9781003498117-4,book-chapter,crossref,"""clinical digital twin"" intervention;""medical digital twin"" trajectory",registered,,uncertain,not_applicable,insufficient_abstract,"The title suggests therapeutic digital twins, but no abstract establishes learned dynamics or substantive review content.",uncertain,review,insufficient_abstract,"The treatment therapy digital twin technology title plausibly denotes a medical world-model review, but the missing abstract does not establish its primary scope.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,The chapter provides a broad treatment-and-therapy overview of digital twins rather than a substantial synthesis of evaluated learned medical dynamics.,,,,,,,,,,,,
ALT-96b19f8d66a6,fresh_alternate_public_search,TWIN: Personalized Clinical Trial Digital Twin Generation,,Trisha Das; Zifeng Wang; Jimeng Sun,2023,2023,Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,10.1145/3580305.3599534,,https://doi.org/10.1145/3580305.3599534,proceedings-article,crossref,"""clinical digital twin"" intervention",registered,,uncertain,empirical,insufficient_abstract,"The medical digital-twin title is relevant, but no abstract permits assessing learned temporal dynamics or evaluation.",uncertain,empirical,insufficient_abstract,"The twin personalized clinical trial digital twin generation title plausibly denotes learned medical dynamics, but the missing abstract does not establish direct future or action evaluation.",exclude,not_applicable,static_or_endpoint_prediction,post_adjudication_inclusion_qc,"The model generates personalized synthetic trial records to improve patient outcome prediction, but the inspected KDD evidence does not establish or evaluate a recursive temporal state transition or action-conditioned rollout.",exclude,not_applicable,static_or_endpoint_prediction,"The model generates personalized synthetic trial records to improve patient outcome prediction, but the inspected KDD evidence does not establish or evaluate a recursive temporal state transition or action-conditioned rollout.",KDD proceedings record and downstream author descriptions: variational digital-twin record generation and trial-outcome prediction rather than evolving-state simulation.,medium,,,,,,
ALT-dcb2580cae0b,fresh_alternate_public_search,Using an optimized generative model to infer the progression of complications in type 2 diabetes patients.,"BACKGROUND: People live a long time in pre-diabetes/early diabetes without a formal diagnosis or management. Heterogeneity of progression coupled with deficiencies in electronic health records related to incomplete data, discrete events, and irregular event intervals make identification of pre-diabetes and critical points of diabetes progression challenging. METHODS: We utilized longitudinal electronic health records of 9298 patients with type 2 diabetes or prediabetes from 2005 to 2016 from a large regional healthcare delivery network in China. We optimized a generative Markov-Bayesian-based model to generate 5000 synthetic illness trajectories. The synthetic data were manually reviewed by endocrinologists. RESULTS: We build an optimized generative progression model for type 2 diabetes using anchor information to reduce the number of parameters learning in the third layer of the model from [Formula: see text] to [Formula: see text], where [Formula: see text] is the number of clinical findings, [Formula: see text] is the number of complications, [Formula: see text] is the number of anchors. Based on this model, we infer the relationships between progression stages, the onset of complication categories, and the associated diagnoses during the whole progression of type 2 diabetes using electronic health records. DISCUSSION: Our findings indicate that 55.3% of single complications and 31.8% of complication patterns could be predicted early and managed appropriately to potentially delay (as it is a progressive disease) or prevented (by lifestyle modifications that keep patient from developing/triggering diabetes in the first place). CONCLUSIONS: The full type 2 diabetes patient trajectories generated by the chronic disease progression model can counter a lack of real-world evidence of desired longitudinal timeframe while facilitating population health management.",Xiaoxia Wang; Yifei Lin; Yun Xiong; Suhua Zhang; Yanming He; Yuqing He; Zhikun Zhang; Joseph M Plasek; Li Zhou; David W Bates; Chunlei Tang,2022,2022,BMC medical informatics and decision making,10.1186/s12911-022-01915-5,,https://pubmed.ncbi.nlm.nih.gov/35778708/,journal-article,crossref;europe_pmc;pubmed,"""disease progression model"" generative intervention;europe_pmc_core;pubmed_core",indexed,,include,empirical,include_empirical,The learned generative progression model produces and evaluates full synthetic diabetes trajectories from longitudinal records.,include,empirical,include_empirical,The optimized generative infer progression complications type 2 diabetes patients study learns or calibrates temporal dynamics and directly evaluates temporal rollouts or simulated trajectories.,exclude,not_applicable,outside_world_model_conceptual_boundary,post_qc_lead_source_sufficiency,"The Markov-Bayesian model generates synthetic diabetes-complication trajectories for progression inference and population-health analysis, but it is not framed as a patient simulator or twin and is not used for planning or control.",include,empirical,learned_multistep_dynamics,"A Markov-Bayesian model learns complication-stage transitions from longitudinal EHRs, generates full synthetic illness trajectories, and evaluates transition patterns through clinician review and early-prediction analysis.","Full text, Methods and Results: 9,298 patients, anchor-optimized parameter learning, 5,000 generated trajectories, endocrinologist review, and complication-pattern prediction.",high,exclude,not_applicable,outside_world_model_conceptual_boundary,"The Markov-Bayesian model generates synthetic diabetes-complication trajectories for progression inference and population-health analysis, but it is not framed as a patient simulator or twin and is not used for planning or control.","Version-of-record Methods and Results: 9,298 patients, anchor-optimized parameter learning, 5,000 generated trajectories, endocrinologist review, and complication-pattern prediction.",high
ALT-87377213f8c2,fresh_alternate_public_search,Using Constrained-Disorder Principle-Based Systems to Improve the Performance of Digital Twins in Biological Systems.,"Digital twins are computer programs that use real-world data to create simulations that predict the performance of processes, products, and systems. Digital twins may integrate artificial intelligence to improve their outputs. Models for dealing with uncertainties and noise are used to improve the accuracy of digital twins. Most currently used systems aim to reduce noise to improve their outputs. Nevertheless, biological systems are characterized by inherent variability, which is necessary for their proper function. The constrained-disorder principle defines living systems as having a disorder as part of their existence and proper operation while kept within dynamic boundaries. In the present paper, we review the role of noise in complex systems and its use in bioengineering. We describe the use of digital twins for medical applications and current methods for dealing with noise and uncertainties in modeling. The paper presents methods to improve the accuracy and effectiveness of digital twin systems by continuously implementing variability signatures while simultaneously reducing unwanted noise in their inputs and outputs. Accounting for the noisy internal and external environments of complex biological systems is necessary for the future design of improved, more accurate digital twins.","Sigawi T, Ilan Y.",2023,2023-08-11,,10.3390/biomimetics8040359,,https://europepmc.org/article/MED/37622964,,europe_pmc,europe_pmc_core,indexed,,exclude,review,review_not_primary,This broad conceptual review of biological digital twins lacks a focused medical world-model evidence synthesis.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for constrained disorder principle systems improve performance digital twins biological systems, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"The review concerns noise, uncertainty, and a constrained-disorder principle for biological twins; learned medical transition evaluations are not its central evidence category.",,,,,,,,,,,,
ALT-43b2bbc48902,fresh_alternate_public_search,"Using the Non-Adoption, Abandonment, Scale-Up, Spread, and Sustainability (NASSS) Framework to Identify Barriers and Facilitators for the Implementation of Digital Twins in Cardiovascular Medicine.","A digital twin is a computer-based ""virtual"" representation of a complex system, updated using data from the ""real"" twin. Digital twins are established in product manufacturing, aviation, and infrastructure and are attracting significant attention in medicine. In medicine, digital twins hold great promise to improve prevention of cardiovascular diseases and enable personalised health care through a range of Internet of Things (IoT) devices which collect patient data in real-time. However, the promise of such new technology is often met with many technical, scientific, social, and ethical challenges that need to be overcome-if these challenges are not met, the technology is therefore less likely on balance to be adopted by stakeholders. The purpose of this work is to identify the facilitators and barriers to the implementation of digital twins in cardiovascular medicine. Using, the Non-adoption, Abandonment, Scale-up, Spread, and Sustainability (NASSS) framework, we conducted a document analysis of policy reports, industry websites, online magazines, and academic publications on digital twins in cardiovascular medicine, identifying potential facilitators and barriers to adoption. Our results show key facilitating factors for implementation: preventing cardiovascular disease, in silico simulation and experimentation, and personalised care. Key barriers to implementation included: establishing real-time data exchange, perceived specialist skills required, high demand for patient data, and ethical risks related to privacy and surveillance. Furthermore, the lack of empirical research on the attributes of digital twins by different research groups, the characteristics and behaviour of adopters, and the nature and extent of social, regulatory, economic, and political contexts in the planning and development process of these technologies is perceived as a major hindering factor to future implementation.","Winter PD, Chico TJA.",2023,2023-07-12,,10.3390/s23146333,,https://europepmc.org/article/MED/37514627,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,"This cardiovascular digital-twin review synthesizes implementation barriers, facilitators, and clinical-translation requirements.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for non adoption abandonment scale up spread sustainability identify barriers facilitators, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"This document analysis studies implementation barriers and facilitators, not the methods and results of learned medical dynamic simulators.",,,,,,,,,,,,
ALT-1c61095bff41,fresh_alternate_public_search,Validating medical digital twins for clinical decision support: beyond predictive accuracy.,"Objective To clarify how validation requirements should be specified for medical digital twins used in clinical decision support, particularly when such systems are intended to compare interventions, treatment timings, dosages, or sequential care strategies. Perspective Medical digital twins are heterogeneous systems that may combine prediction, simulation, mechanistic modeling, machine learning, data assimilation, uncertainty quantification, and decision-support functions. Their evaluation should therefore be driven by their intended use rather than by a single definition of what a digital twin is. For digital twins used primarily for visualization, monitoring, or short-term forecasting, predictive accuracy, calibration, discrimination, and robustness may be the central validation targets. However, when digital twins are used to support intervention-oriented clinical decisions, retrospective accuracy under historical clinical practice is insufficient on its own. Key message Intervention-oriented digital twins address action-conditioned questions: what is predicted to happen under specified alternative actions, assumptions, time horizons, and clinical contexts. Their validation should therefore extend beyond scalar performance metrics to include uncertainty representation, updating stability, robustness under regime change, action-regime validity, counterfactual consistency, clinically weighted error, and decision-level consequences. This requires drawing on established traditions in forecast verification, causal inference, uncertainty quantification, model verification and validation, decision theory, control theory, and post-deployment monitoring. The level of causal or mechanistic support required should match the clinical claim being made, whether at the genotype, phenotype, physiological, or care-process level. Conclusion The scientific-instrument framing is proposed as a pragmatic validation lens for intervention-oriented digital twins, not as a universal definition of digital twins. It helps define the scope within which their outputs can support clinical reasoning. Medical digital twins should be accompanied by explicit validation statements specifying their target population, prediction horizon, supported interventions, uncertainty bounds, and known failure conditions.",Vallée A.,2026,2026-08-04,,10.1093/jamiaopen/ooag160,,https://europepmc.org/article/MED/42553720,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,This perspective defines validation requirements for action-conditioned medical digital twins supporting clinical decisions.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for validating medical digital twins clinical decision support beyond predictive accuracy, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,This Perspective proposes validation principles for intervention-oriented twins but does not substantially synthesize a corpus of evaluated learned simulators.,,,,,,,,,,,,
ALT-d053973ac131,fresh_alternate_public_search,Virtual imaging trials in medicine: A brief takeaway of the lessons from the first international summit.,"Background The rapid advancement of medical technologies presents significant challenges for researchers and practitioners. While traditional clinical trials remain the gold standard, they are often limited by high costs, lengthy durations, and ethical constraints. In contrast, in-silico trials and digital twins have emerged not only as efficient and ethical alternatives but also as a complementary technology that can extend beyond classical trials to predict and design new strategies. The successful application of digital twins in industries like nuclear energy, automotive engineering, and aviation underscores their potential in human health. Methods In April 2024, Duke University hosted the first international summit on Virtual Imaging Trials in Medicine (VITM). The summit brought together over 130 experts from academia, industry, and regulatory bodies to discuss the latest developments, challenges, and future directions in this field. The event featured plenary speakers, presentations, and panel discussions, emphasizing the integration of clinical and in-silico methods to enhance medical evaluations. Results Key takeaways included the necessity of diverse and realistic digital patient representations, the integration of physics and biology in simulations, and the development of robust validation frameworks. The summit also highlighted the importance of regulatory science and the establishment of Good Simulation Practices to ensure the credibility and reliability of virtual trials. Conclusion The key discussions and insights from the VITM summit underscore the potential of in-silico trials to revolutionize medical research and patient care through personalized, efficient, and ethical evaluation methods. The collaborative efforts and recommendations from this summit aim to drive future advancements in virtual imaging trials in medicine.","Samei E, Abadi E, Bakic P, Bliznakova K, Bosmans H, Carton AK, Frangi AF, Glick S, Lo JY, Kinahan P, Maidment A, Ria F, Sechopoulos I, Segars WP, Tanaka R, Vancoillie L.",2025,2024-12-17,,10.1002/mp.17587,,https://europepmc.org/article/MED/39688380,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,"This medical virtual-trials synthesis summarizes digital-patient modeling, validation frameworks, regulation, and clinical translation.",exclude,not_applicable,review_not_primary,This review centers on virtual imaging trials medicine brief takeaway lessons first international summit rather than evaluated medical learned world-model dynamics as its primary subject.,exclude,not_applicable,no_primary_empirical_evaluation,reviewer_consensus,"A: Reports an international virtual-imaging summit; does not provide a primary learned dynamics evaluation. B: This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",,,,,,,,,,,,
ALT-5dc52895a3b1,fresh_alternate_public_search,Whole Genome Sequencing-based digital twin as a clinical decision support system: in-born disease risks and pharmacogenomics with Large Language Model,,Sijung Yun,2023,2023,Whole Genome Sequencing-based digital twin as a clinical decision support system: in-born disease risks and pharmacogenomics with Large Language Model,10.14293/gof.23.09,,https://doi.org/10.14293/gof.23.09,proceedings-article,crossref,"""clinical digital twin"" intervention",registered,,uncertain,empirical,insufficient_abstract,"The medical digital-twin title is relevant, but no abstract permits assessing temporal or action-conditioned dynamics.",exclude,not_applicable,no_learned_dynamics,"The whole genome sequencing digital twin as clinical decision support system record describes a static, conceptual, or mechanistic twin without learned temporal transitions.",exclude,not_applicable,no_future_or_action_evaluation,third_full_text_adjudication,The genome-based system produces inherited-risk and pharmacogenomic decision support with an LLM; it does not model or evaluate evolving patient states or treatment-conditioned trajectories.,,,,,,,,,,,,
ALT-397e5a31b0bc,fresh_alternate_public_search,Whole-heart electromechanical simulations using Latent Neural Ordinary Differential Equations.,"Cardiac digital twins provide a physics and physiology informed framework to deliver personalized medicine. However, high-fidelity multi-scale cardiac models remain a barrier to adoption due to their extensive computational costs. Artificial Intelligence-based methods can make the creation of fast and accurate whole-heart digital twins feasible. We use Latent Neural Ordinary Differential Equations (LNODEs) to learn the pressure-volume dynamics of a heart failure patient. Our surrogate model is trained from 400 simulations while accounting for 43 parameters describing cell-to-organ cardiac electromechanics and cardiovascular hemodynamics. LNODEs provide a compact representation of the 3D-0D model in a latent space by means of an Artificial Neural Network that retains only 3 hidden layers with 13 neurons per layer and allows for numerical simulations of cardiac function on a single processor. We employ LNODEs to perform global sensitivity analysis and parameter estimation with uncertainty quantification in 3 hours of computations, still on a single processor.","Salvador M, Strocchi M, Regazzoni F, Augustin CM, Dede' L, Niederer SA, Quarteroni A.",2024,2024-04-11,,10.1038/s41746-024-01084-x,,https://europepmc.org/article/MED/38605089,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,The learned neural-ODE surrogate simulates patient-specific cardiac dynamics and supports sensitivity and parameter estimation.,include,empirical,include_empirical,The whole heart electromechanical simulations latent neural ordinary differential equations study learns or calibrates temporal dynamics and directly evaluates temporal rollouts or simulated trajectories.,exclude,not_applicable,no_learned_dynamics,third_full_text_adjudication,"The latent neural ODE is trained on outputs of a mechanistic whole-heart simulator; patient anatomy informs the simulator, but observed patient trajectories do not fit the learned transition dynamics.",,,,,,,,,,,,
AUD-9d6f07506042,primary_search_alternate_filter,Can digital twin technology revolutionize public health emergency management? Insights from the PPRR framework.,"The inherent nature of public health emergencies often renders them unpredictable and inadequately managed in a timely manner, resulting in significant impacts on lives, property, and social stability. In recent years, the frequency and severity of such emergencies have escalated. As an integration of artificial intelligence, machine learning, deep learning, big data, and the Internet of Things, digital twin technology has been increasingly adopted across diverse fields, including industrial production, urban planning, and healthcare. This study aimed to investigate recent advancements in digital twin technology, particularly in the fields of medicine and urban construction, with a focus on its potential to mitigate the impacts of public health crises. By employing the PPRR framework, this study further explored the prospects for constructing and applying digital twin technology within the public health management system. Taking perceived fidelity (SF), model plasticity (MP), decision coupling (DC), and governance credibility (GC) as the core constructs, we discussed the operability of unified modeling and quantitative evaluation of each stage of digital twin implementation. This approach comprehensively explained all four phases of emergency management: prevention, preparedness, response, and recovery. Through enabling the digitalization, intelligence, and visualization of the entire health emergency management process, digital twin technology offers holistic solutions throughout the life cycle of public health emergencies. These include preventive measures, real-time detection, early warning systems, and intelligent emergency response management. Such innovations have the potential to significantly enhance management efficiency and effectiveness, bolster coordinated responses to public health crises, and improve the overall resilience of public health systems.","Sun T, Lu J, Li Q, Kou Y.",2025,2025-09-25,Frontiers in Public Health,10.3389/fpubh.2025.1631339,,https://europepmc.org/article/MED/41080840,article,"['europe_pmc', 'openalex']","['""world model"" medicine', '""world model"" physiology', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract,include,review,include_review,"Public-health digital twins are primary, with a PPRR implementation framework and translation synthesis.",exclude,not_applicable,wrong_domain,"This record concerns can digital twin technology revolutionize public health emergency management insights, which is outside medical or biomedical systems.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,The PPRR article proposes a public-health emergency management framework and future twin architecture rather than reviewing or empirically evaluating learned medical dynamics.,,,,,,,,,,,,
