audit_id,route,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason,reviewer_c_decision,reviewer_c_corpus_type,reviewer_c_reason_code,reviewer_c_rationale,reviewer_d_decision,reviewer_d_corpus_type,reviewer_d_reason_code,reviewer_d_rationale,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale,qc_decision,qc_corpus_type,qc_reason_code,qc_rationale,full_text_anchor,confidence
ALT-87377213f8c2,fresh_alternate_public_search,Using Constrained-Disorder Principle-Based Systems to Improve the Performance of Digital Twins in Biological Systems.,"Digital twins are computer programs that use real-world data to create simulations that predict the performance of processes, products, and systems. Digital twins may integrate artificial intelligence to improve their outputs. Models for dealing with uncertainties and noise are used to improve the accuracy of digital twins. Most currently used systems aim to reduce noise to improve their outputs. Nevertheless, biological systems are characterized by inherent variability, which is necessary for their proper function. The constrained-disorder principle defines living systems as having a disorder as part of their existence and proper operation while kept within dynamic boundaries. In the present paper, we review the role of noise in complex systems and its use in bioengineering. We describe the use of digital twins for medical applications and current methods for dealing with noise and uncertainties in modeling. The paper presents methods to improve the accuracy and effectiveness of digital twin systems by continuously implementing variability signatures while simultaneously reducing unwanted noise in their inputs and outputs. Accounting for the noisy internal and external environments of complex biological systems is necessary for the future design of improved, more accurate digital twins.","Sigawi T, Ilan Y.",2023,2023-08-11,,10.3390/biomimetics8040359,,https://europepmc.org/article/MED/37622964,,europe_pmc,europe_pmc_core,indexed,,exclude,review,review_not_primary,This broad conceptual review of biological digital twins lacks a focused medical world-model evidence synthesis.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for constrained disorder principle systems improve performance digital twins biological systems, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"The review concerns noise, uncertainty, and a constrained-disorder principle for biological twins; learned medical transition evaluations are not its central evidence category.",,,,,,
ALT-43b2bbc48902,fresh_alternate_public_search,"Using the Non-Adoption, Abandonment, Scale-Up, Spread, and Sustainability (NASSS) Framework to Identify Barriers and Facilitators for the Implementation of Digital Twins in Cardiovascular Medicine.","A digital twin is a computer-based ""virtual"" representation of a complex system, updated using data from the ""real"" twin. Digital twins are established in product manufacturing, aviation, and infrastructure and are attracting significant attention in medicine. In medicine, digital twins hold great promise to improve prevention of cardiovascular diseases and enable personalised health care through a range of Internet of Things (IoT) devices which collect patient data in real-time. However, the promise of such new technology is often met with many technical, scientific, social, and ethical challenges that need to be overcome-if these challenges are not met, the technology is therefore less likely on balance to be adopted by stakeholders. The purpose of this work is to identify the facilitators and barriers to the implementation of digital twins in cardiovascular medicine. Using, the Non-adoption, Abandonment, Scale-up, Spread, and Sustainability (NASSS) framework, we conducted a document analysis of policy reports, industry websites, online magazines, and academic publications on digital twins in cardiovascular medicine, identifying potential facilitators and barriers to adoption. Our results show key facilitating factors for implementation: preventing cardiovascular disease, in silico simulation and experimentation, and personalised care. Key barriers to implementation included: establishing real-time data exchange, perceived specialist skills required, high demand for patient data, and ethical risks related to privacy and surveillance. Furthermore, the lack of empirical research on the attributes of digital twins by different research groups, the characteristics and behaviour of adopters, and the nature and extent of social, regulatory, economic, and political contexts in the planning and development process of these technologies is perceived as a major hindering factor to future implementation.","Winter PD, Chico TJA.",2023,2023-07-12,,10.3390/s23146333,,https://europepmc.org/article/MED/37514627,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,"This cardiovascular digital-twin review synthesizes implementation barriers, facilitators, and clinical-translation requirements.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for non adoption abandonment scale up spread sustainability identify barriers facilitators, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"This document analysis studies implementation barriers and facilitators, not the methods and results of learned medical dynamic simulators.",,,,,,
ALT-1c61095bff41,fresh_alternate_public_search,Validating medical digital twins for clinical decision support: beyond predictive accuracy.,"Objective To clarify how validation requirements should be specified for medical digital twins used in clinical decision support, particularly when such systems are intended to compare interventions, treatment timings, dosages, or sequential care strategies. Perspective Medical digital twins are heterogeneous systems that may combine prediction, simulation, mechanistic modeling, machine learning, data assimilation, uncertainty quantification, and decision-support functions. Their evaluation should therefore be driven by their intended use rather than by a single definition of what a digital twin is. For digital twins used primarily for visualization, monitoring, or short-term forecasting, predictive accuracy, calibration, discrimination, and robustness may be the central validation targets. However, when digital twins are used to support intervention-oriented clinical decisions, retrospective accuracy under historical clinical practice is insufficient on its own. Key message Intervention-oriented digital twins address action-conditioned questions: what is predicted to happen under specified alternative actions, assumptions, time horizons, and clinical contexts. Their validation should therefore extend beyond scalar performance metrics to include uncertainty representation, updating stability, robustness under regime change, action-regime validity, counterfactual consistency, clinically weighted error, and decision-level consequences. This requires drawing on established traditions in forecast verification, causal inference, uncertainty quantification, model verification and validation, decision theory, control theory, and post-deployment monitoring. The level of causal or mechanistic support required should match the clinical claim being made, whether at the genotype, phenotype, physiological, or care-process level. Conclusion The scientific-instrument framing is proposed as a pragmatic validation lens for intervention-oriented digital twins, not as a universal definition of digital twins. It helps define the scope within which their outputs can support clinical reasoning. Medical digital twins should be accompanied by explicit validation statements specifying their target population, prediction horizon, supported interventions, uncertainty bounds, and known failure conditions.",Vallée A.,2026,2026-08-04,,10.1093/jamiaopen/ooag160,,https://europepmc.org/article/MED/42553720,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,This perspective defines validation requirements for action-conditioned medical digital twins supporting clinical decisions.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for validating medical digital twins clinical decision support beyond predictive accuracy, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,This Perspective proposes validation principles for intervention-oriented twins but does not substantially synthesize a corpus of evaluated learned simulators.,,,,,,
ALT-d053973ac131,fresh_alternate_public_search,Virtual imaging trials in medicine: A brief takeaway of the lessons from the first international summit.,"Background The rapid advancement of medical technologies presents significant challenges for researchers and practitioners. While traditional clinical trials remain the gold standard, they are often limited by high costs, lengthy durations, and ethical constraints. In contrast, in-silico trials and digital twins have emerged not only as efficient and ethical alternatives but also as a complementary technology that can extend beyond classical trials to predict and design new strategies. The successful application of digital twins in industries like nuclear energy, automotive engineering, and aviation underscores their potential in human health. Methods In April 2024, Duke University hosted the first international summit on Virtual Imaging Trials in Medicine (VITM). The summit brought together over 130 experts from academia, industry, and regulatory bodies to discuss the latest developments, challenges, and future directions in this field. The event featured plenary speakers, presentations, and panel discussions, emphasizing the integration of clinical and in-silico methods to enhance medical evaluations. Results Key takeaways included the necessity of diverse and realistic digital patient representations, the integration of physics and biology in simulations, and the development of robust validation frameworks. The summit also highlighted the importance of regulatory science and the establishment of Good Simulation Practices to ensure the credibility and reliability of virtual trials. Conclusion The key discussions and insights from the VITM summit underscore the potential of in-silico trials to revolutionize medical research and patient care through personalized, efficient, and ethical evaluation methods. The collaborative efforts and recommendations from this summit aim to drive future advancements in virtual imaging trials in medicine.","Samei E, Abadi E, Bakic P, Bliznakova K, Bosmans H, Carton AK, Frangi AF, Glick S, Lo JY, Kinahan P, Maidment A, Ria F, Sechopoulos I, Segars WP, Tanaka R, Vancoillie L.",2025,2024-12-17,,10.1002/mp.17587,,https://europepmc.org/article/MED/39688380,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,"This medical virtual-trials synthesis summarizes digital-patient modeling, validation frameworks, regulation, and clinical translation.",exclude,not_applicable,review_not_primary,This review centers on virtual imaging trials medicine brief takeaway lessons first international summit rather than evaluated medical learned world-model dynamics as its primary subject.,exclude,not_applicable,no_primary_empirical_evaluation,reviewer_consensus,"A: Reports an international virtual-imaging summit; does not provide a primary learned dynamics evaluation. B: This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",,,,,,
ALT-5dc52895a3b1,fresh_alternate_public_search,Whole Genome Sequencing-based digital twin as a clinical decision support system: in-born disease risks and pharmacogenomics with Large Language Model,,Sijung Yun,2023,2023,Whole Genome Sequencing-based digital twin as a clinical decision support system: in-born disease risks and pharmacogenomics with Large Language Model,10.14293/gof.23.09,,https://doi.org/10.14293/gof.23.09,proceedings-article,crossref,"""clinical digital twin"" intervention",registered,,uncertain,empirical,insufficient_abstract,"The medical digital-twin title is relevant, but no abstract permits assessing temporal or action-conditioned dynamics.",exclude,not_applicable,no_learned_dynamics,"The whole genome sequencing digital twin as clinical decision support system record describes a static, conceptual, or mechanistic twin without learned temporal transitions.",exclude,not_applicable,no_future_or_action_evaluation,third_full_text_adjudication,The genome-based system produces inherited-risk and pharmacogenomic decision support with an LLM; it does not model or evaluate evolving patient states or treatment-conditioned trajectories.,,,,,,
ALT-397e5a31b0bc,fresh_alternate_public_search,Whole-heart electromechanical simulations using Latent Neural Ordinary Differential Equations.,"Cardiac digital twins provide a physics and physiology informed framework to deliver personalized medicine. However, high-fidelity multi-scale cardiac models remain a barrier to adoption due to their extensive computational costs. Artificial Intelligence-based methods can make the creation of fast and accurate whole-heart digital twins feasible. We use Latent Neural Ordinary Differential Equations (LNODEs) to learn the pressure-volume dynamics of a heart failure patient. Our surrogate model is trained from 400 simulations while accounting for 43 parameters describing cell-to-organ cardiac electromechanics and cardiovascular hemodynamics. LNODEs provide a compact representation of the 3D-0D model in a latent space by means of an Artificial Neural Network that retains only 3 hidden layers with 13 neurons per layer and allows for numerical simulations of cardiac function on a single processor. We employ LNODEs to perform global sensitivity analysis and parameter estimation with uncertainty quantification in 3 hours of computations, still on a single processor.","Salvador M, Strocchi M, Regazzoni F, Augustin CM, Dede' L, Niederer SA, Quarteroni A.",2024,2024-04-11,,10.1038/s41746-024-01084-x,,https://europepmc.org/article/MED/38605089,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,The learned neural-ODE surrogate simulates patient-specific cardiac dynamics and supports sensitivity and parameter estimation.,include,empirical,include_empirical,The whole heart electromechanical simulations latent neural ordinary differential equations study learns or calibrates temporal dynamics and directly evaluates temporal rollouts or simulated trajectories.,exclude,not_applicable,no_learned_dynamics,third_full_text_adjudication,"The latent neural ODE is trained on outputs of a mechanistic whole-heart simulator; patient anatomy informs the simulator, but observed patient trajectories do not fit the learned transition dynamics.",,,,,,
AUD-9d6f07506042,primary_search_alternate_filter,Can digital twin technology revolutionize public health emergency management? Insights from the PPRR framework.,"The inherent nature of public health emergencies often renders them unpredictable and inadequately managed in a timely manner, resulting in significant impacts on lives, property, and social stability. In recent years, the frequency and severity of such emergencies have escalated. As an integration of artificial intelligence, machine learning, deep learning, big data, and the Internet of Things, digital twin technology has been increasingly adopted across diverse fields, including industrial production, urban planning, and healthcare. This study aimed to investigate recent advancements in digital twin technology, particularly in the fields of medicine and urban construction, with a focus on its potential to mitigate the impacts of public health crises. By employing the PPRR framework, this study further explored the prospects for constructing and applying digital twin technology within the public health management system. Taking perceived fidelity (SF), model plasticity (MP), decision coupling (DC), and governance credibility (GC) as the core constructs, we discussed the operability of unified modeling and quantitative evaluation of each stage of digital twin implementation. This approach comprehensively explained all four phases of emergency management: prevention, preparedness, response, and recovery. Through enabling the digitalization, intelligence, and visualization of the entire health emergency management process, digital twin technology offers holistic solutions throughout the life cycle of public health emergencies. These include preventive measures, real-time detection, early warning systems, and intelligent emergency response management. Such innovations have the potential to significantly enhance management efficiency and effectiveness, bolster coordinated responses to public health crises, and improve the overall resilience of public health systems.","Sun T, Lu J, Li Q, Kou Y.",2025,2025-09-25,Frontiers in Public Health,10.3389/fpubh.2025.1631339,,https://europepmc.org/article/MED/41080840,article,"['europe_pmc', 'openalex']","['""world model"" medicine', '""world model"" physiology', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract,include,review,include_review,"Public-health digital twins are primary, with a PPRR implementation framework and translation synthesis.",exclude,not_applicable,wrong_domain,"This record concerns can digital twin technology revolutionize public health emergency management insights, which is outside medical or biomedical systems.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,The PPRR article proposes a public-health emergency management framework and future twin architecture rather than reviewing or empirically evaluating learned medical dynamics.,,,,,,
AUD-6f40540d5fb2,primary_search_alternate_filter,Causal Digital Twins for Precision Medicine: Integrating Multi-Omics and Wearable Data for Intervention Planning,"Abstract This manuscript develops the idea of a causal digital twin for precision medicine as a research and implementation architecture that couples biological measurement, behavioural sensing, and intervention reasoning within a unified decision framework. Rather than treating multi-omics assays and wearable streams as independent data assets, the book argues that their value emerges when they are aligned through causal structure, uncertainty accounting, and continuously updated representations of patient state. The central claim is that intervention planning becomes more defensible when digital twins are designed as scientific instruments for explanation, prediction, and policy-aware action rather than as black-box recommendation engines. Across five chapters, the text links research design, statistical identification, machine learning, data engineering, and governance into a coherent lifecycle. It proposes schemas for outcome definition, model validation, workflow reproducibility, and deployment oversight that are adaptable across health systems with different capacities. The resulting contribution is both methodological and institutional: it outlines how researchers can build evaluable twin architectures, how practitioners can translate outputs into clinical and operational pathways, and how policymakers can shape accountability for data-intensive medicine. The manuscript is intended as a publisher-ready foundation for advanced readers seeking a rigorous, interdisciplinary roadmap for intervention-oriented digital health research. Keywords causal digital twins, precision medicine, multi-omics integration, wearable sensing, intervention planning, causal inference, statistical modeling, machine learning, trustworthy AI, reproducible analytics, MLOps, digital health governance, translational medicine, patient-specific simulation, systems medicine, scalable analytics",Murali Krishna Pasupuleti,2026,2026-02-28,,10.62311/nesx/rb-978-81-999904-5-6,,https://doi.org/10.62311/nesx/rb-978-81-999904-5-6,reference-entry,['openalex'],"['""world model"" medicine']",open-access,world-model phrase absent from title and abstract,include,review,include_review,"Precision-medicine digital twins are primary, with causal architecture, validation schemas, and clinical-translation synthesis.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for causal digital twins precision medicine integrating multi omics wearable data, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"The book develops a conceptual causal-twin architecture, governance lifecycle, and implementation roadmap without primary dynamics results or a substantial evidence synthesis.",,,,,,
AUD-1a76e219c91c,primary_search_alternate_filter,Developing a mathematical model for early detection of viral hepatitis induced liver dysfunction,"Acute liver failure (ALF) is characterized by a sudden loss of hepatic function within a few weeks without pre-existing cirrhosis or prior history of liver disease. ALF can be difficult to identify using non-invasive methods such as coagulation abnormality and encephalopathy alone as alternative causes may confound the ALF diagnostic. This often results in delayed treatment at the onset of the disease, and a liver transplant might be the only option for ALF patients with a limited success rate. Due to these variables, ALF treatment is highly subjective to the clinicians' expertise, with a very high morbidity and mortality rate. Therefore, a prognostic model can help identify patients who can be managed with medical treatments and those who need liver transplants, along with an optimum intervention time window. Currently, only statistical models are available to identify ALF, such as King's College Hospital criteria, Clichy criteria, and End-Stage Liver Disease score. While these models provide much-needed critical support to clinicians, these models have limited specificity and sensitivity toward the cause of ALF and liver disease progression. For example, among all the common causes, the viral hepatitis-induced liver disease remains a major cause of ALF in developing countries such as in India and Bangladesh. Therefore, a dynamic patient-specific model is needed to improve patient care by correlating liver dysfunction with various healthcare variables and interventions. In this work, a new physiological linked data-driven model is formulated that can track the progression of liver disease and failure due to viral hepatitis. The approach relies on integrating the dynamics of healthy hepatocytes with immune system response, which is a vital component in tracking the time-sensitive infectious disease progression. The model uses the patient-specific measured values of alanine transaminase and aspartate transaminase enzymes and the clinically calculated international normalized ratio value to estimate the sensitive model parameter. This patient-specific model is then used to determine the disease progression by predicting the number of damaged hepatocytes and correlating it with the indication criteria for liver transplantation. The model can reproduce the essential dynamics seen in the ALF patient data and can be adapted to incorporate the effect of different therapeutic interventions. Thus, providing a vital bridge between understanding and treating viral hepatitis-induced liver dysfunction. No conflicts of interest, financial or otherwise, are declared by the author. This is the full abstract presented at the American Physiology Summit 2023 meeting and is only available in HTML format. There are no additional versions or additional content available for this abstract. Physiology was not involved in the peer review process.",Deepak Kumar Agrawal,2023,2023,Physiology,10.1152/physiol.2023.38.s1.5793746,,https://doi.org/10.1152/physiol.2023.38.s1.5793746,journal-article,['crossref'],"['""world model"" physiology']",registered,world-model phrase absent from title and abstract,include,empirical,include_empirical,Patient-calibrated physiological dynamics predict hepatocyte-damage trajectories and permit intervention-response adaptation.,exclude,not_applicable,review_not_primary,This review centers on developing mathematical early detection viral hepatitis induced liver dysfunction rather than evaluated medical learned world-model dynamics as its primary subject.,exclude,not_applicable,no_primary_empirical_evaluation,reviewer_consensus,A: Conference abstract proposes a hepatitis liver model; no extractable empirical results establish dynamics performance. B: The record lacks a complete primary empirical evaluation sufficient to verify eligible dynamics and results.,,,,,,
AUD-6c0866a27898,primary_search_alternate_filter,Digital Twins for Predictive Modelling of Thrombosis and Stroke Risk: Current Approaches and Future Directions,"Thrombosis drives substantial global mortality across atrial fibrillation, venous thromboembolism, and atherosclerosis. However, clinical scores treat risk as a static variable and omit evolving comorbidities, functional biomarkers, anatomy, and treatment exposure, leading to misclassification and preventable events. This statement advances a unified scientific agenda for patient-specific digital twins that dynamically integrate multimodal longitudinal data with mechanistic insight to predict thrombogenesis risks. We position these digital twins as hybrid models anchored in physics and data-driven algorithms that can simulate disease progression and therapy. The goal of this approach is to refine stroke and bleeding estimation beyond current clinical rules. Continuous updating from imaging data, laboratory test results, wearables, and electronic health records supports dynamic risk trajectories and adaptive care pathways, facilitating continuous risk reassessment. This statement analyzes gaps in data quality, calibration, validation, and uncertainty quantification that presently limit the clinical translation of this technology. Research priorities are then proposed for multiscale thrombosis modelling, physics-informed learning, probabilistic forecasting, and regulatory-compliant data stewardship. Finally, we outline translation to in silico trials, regulatory alignment, and hospital workflows that link predictions to decisions. By articulating shared challenges across thrombosis-driven diseases and reframing risk as a time-varying measurable quantity, this statement lays a foundation for developing digital twin approaches that support a shift from population heuristics towards precise, timely thrombosis care. These advances are essential for translating digital twin technology from research to clinical practice, enabling dynamic risk prediction and personalized anticoagulation therapy.",Adelaide de Vecchi; Oscar Camara; R Cavarra; Juan Carlos del Alamo; Wahbi K. El‐Bouri; Albert Ferro; Henry Horng-Shing Lu; Paolo Melidoro; S Ogbomo-Harmitt; Iván Olier; Sandra Ortega‐Martorell; Rushad Patell; Christian Vergara; Vitaly Volpert; Gregory Y. H. Lip; Oleg Aslanidi,2026,2026-02-09,Thrombosis and Haemostasis,10.1055/a-2761-5903,,https://doi.org/10.1055/a-2761-5903,article,['openalex'],"['""world model"" EHR', '""world model"" clinical', '""world model"" echocardiography', '""world model"" patient', '""world model"" physiology', '""world model"" treatment']",open-access,world-model phrase absent from title and abstract,include,review,include_review,"Medical digital twins are primary, with model taxonomy, evidence gaps, and clinical-translation priorities.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins predictive thrombosis stroke risk current approaches future directions, including prediction, simulation, or intervention use.",exclude,not_applicable,review_scope_too_broad,post_adjudication_inclusion_qc,This is a scientific agenda and future-directions statement rather than an evidence-centered review of learned medical transitions and operational rollout evaluations.,exclude,not_applicable,review_scope_too_broad,This is a scientific agenda and future-directions statement rather than an evidence-centered review of learned medical transitions and operational rollout evaluations.,"Primary article abstract: proposed hybrid architecture, research priorities, regulatory alignment, and workflow translation without a screened empirical evidence corpus.",high
AUD-7b680c396592,primary_search_alternate_filter,Individual hearts: computational models for improved management of cardiovascular disease,"Cardiovascular disease remains a leading cause of morbidity and mortality worldwide, with conventional management often applying standardised approaches that struggle to address individual variability in increasingly complex patient populations. Computational models, both knowledge-driven and data-driven, have the potential to reshape cardiovascular medicine by offering innovative tools that integrate patient-specific information with physiological understanding or statistical inference to generate insights beyond conventional diagnostics. This review traces how computational modelling has evolved from theoretical research tools into clinical decision support systems that enable personalised cardiovascular care. We examine this evolution across three key domains: enhancing diagnostic accuracy through improved measurement techniques, deepening mechanistic insights into cardiovascular pathophysiology and enabling precision medicine through patient-specific simulations. The review covers the complementary strengths of data-driven approaches, which identify patterns in large clinical datasets, and knowledge-driven models, which simulate cardiovascular processes based on established biophysical principles. Applications range from artificial intelligence-guided measurements and model-informed diagnostics to digital twins that enable in silico testing of therapeutic interventions in the digital replicas of individual hearts. This review outlines the main types of cardiovascular modelling, highlighting their strengths, limitations and complementary potential through current clinical and research applications. We also discuss future directions, emphasising the need for interdisciplinary collaboration, pragmatic model design and integration of hybrid approaches. While progress is promising, challenges remain in validation, regulatory approval and clinical workflow integration. With continued development and thoughtful implementation, computational models hold the potential to enable more informed decision-making and advance truly personalised cardiovascular care.",Nick van Osta; Tim van Loon; Joost Lumens,2025,2025-09-09,Heart,10.1136/heartjnl-2024-324177,,https://doi.org/10.1136/heartjnl-2024-324177,article,['openalex'],"['""world model"" clinical', '""world model"" echocardiography', '""world model"" medicine', '""world model"" patient', '""world model"" physiology']",open-access,world-model phrase absent from title and abstract,include,review,include_review,"The review synthesizes patient-specific cardiovascular simulations, digital twins, model types, and clinical translation.",exclude,not_applicable,review_not_primary,This review centers on individual hearts computational improved management cardiovascular disease rather than evaluated medical learned world-model dynamics as its primary subject.,exclude,not_applicable,review_scope_too_broad,post_adjudication_inclusion_qc,"The review spans measurement, diagnosis, mechanistic understanding, and precision simulations; digital twins and learned dynamic transitions are only one application among broader computational cardiology.",exclude,not_applicable,review_scope_too_broad,"The review spans measurement, diagnosis, mechanistic understanding, and precision simulations; digital twins and learned dynamic transitions are only one application among broader computational cardiology.","Primary review, abstract and domain structure: diagnostic measurement, pathophysiology, patient-specific simulations, knowledge-driven and data-driven models.",high
AUD-1591cd857d17,primary_search_alternate_filter,Individualized Physiology-Based Digital Twin Model for Sports Performance Prediction : A Reinterpretation of the Margaria-Morton Model,"Abstract Performance in many racing sports depends on the ability of the athletes to produce and maintain the highest possible worki.e., the highest power for the duration of the race. To model this energy production in an individualized way, an adaptation anda reinterpretation (including a physiological meaning of parameters) of the three-component Margaria-Morton model wereperformed. The model is applied to the muscles involved in a given task. The introduction of physiological meanings waspossible thanks to the measurement of physiological characteristics for a given athlete. A method for creating a digital twin wastherefore proposed. The twins thus created were validated by comparison with field performance, experimental observations,and literature data. Simulations of record times and 3-minute all-out tests were consistent with experimental data. Consideringthe literature, the model provided good estimates of the time course of muscle metabolite concentrations (e.g., lactate andphosphocreatine). It also simulated the behavior of oxygen kinetics at exercise onset and during recovery. This methodologyhas a wide range of applications, including prediction and optimization of the performance of individually modeled athletes.",Alice Boillet; Laurent A. Messonnier; Caroline Cohen,2024,2024,Research Square Platform LLC,10.21203/rs.3.rs-3854200/v1,,https://doi.org/10.21203/rs.3.rs-3854200/v1,posted-content,['crossref'],"['""world model"" physiology']",registered,world-model phrase absent from title and abstract,include,empirical,include_empirical,An individualized physiological model is data-parameterized and validated on exercise rollouts and metabolite trajectories.,exclude,not_applicable,no_learned_dynamics,"The individualized physiology digital twin sports performance prediction reinterpretation margaria morton record describes a static, conceptual, or mechanistic twin without learned temporal transitions.",exclude,not_applicable,wrong_domain,reviewer_consensus,A: Models individualized exercise physiology for racing performance; the application is sports performance rather than medicine. B: The modeled system is outside the review’s substantive medical or biomedical scope.,,,,,,
AUD-d5aa0fec108f,primary_search_alternate_filter,P535 Optimising vedolizumab in treatment sequences for Crohn’s disease: Results from a simulation model using real-world evidence,"Abstract Background With the availability of biologic therapies for treating Crohn’s disease (CD) there are limited data to inform optimal treatment decisions. Vedolizumab (VDZ), an anti-integrin antibody that selectively targets lymphocyte migration to the gut, was approved in 2014 for the treatment of moderate-to-severe CD. We developed a model based on real-world evidence (RWE) to examine the effect of different positioning for VDZ in CD treatment sequences on clinical outcomes. Methods A Markov sequential model was developed to identify the optimal position of VDZ within a sequence of CD therapies that included corticosteroids (CS), 2 biologics and best supportive care. Three sequences were compared: VDZ as first biologic (first position), second and last biologic among anti-TNFs and ustekinumab as alternate biologic treatments. To test the behaviour of the model, VDZ was also positioned before CS (Position 0, off label). Model inputs were informed using published RWE. At each position in the treatment sequence, patients achieving clinical response or remission during induction continued on maintenance; patients on maintenance could lose clinical response or remission; patients who did not achieve response during induction or lost response during maintenance (including after dose escalation) moved to the next position of the sequence after a treatment-free interval. Surgery, development of intestinal malignancy/lymphoma, and discontinuation of treatment due to serious adverse events or death could occur at each sequence position. VDZ sequences were compared and ranked based on quality-adjusted life years (QALYs), patient-reported outcomes (PRO2/3) derived from CDAI scores, or proportion of patients undergoing surgery by the end of the 10-year time horizon for model simulation. Probabilistic sensitivity analysis (PSA) evaluated the impact of model inputs uncertainty on the outcomes. Results For QALYs, PRO2/3, and rates of surgery, VDZ early in the treatment sequence was the optimal positioning strategy (Table). Using QALYs as the ranking criterion, VDZ before CS was the optimal sequence yielding 5.19 QALYs and incremental QALYs of 0.7, 0.20, and 0.20 versus the second-, third- and fourth-line strategy, respectively. The ranking of VDZ in treatment sequences was preserved when PRO2/3 or surgery were used as ranking criteria. In 1,780/2,000 PSA iterations (89%), VDZ before CS or as first biologic yielded the highest QALYs vs. other sequence positions. Conclusion The results of this simulation model using real-world evidence clearly indicate that positioning VDZ earlier in the treatment sequence may yield better patient outcomes in terms of QALYs, PROs and rates of surgery.",E Louis; A Nikolaou; M Litkiewicz; C Agboton; S Wang; A Armuzzi,2021,2021,Journal of Crohn's and Colitis,10.1093/ecco-jcc/jjab076.656,,https://doi.org/10.1093/ecco-jcc/jjab076.656,journal-article,['crossref'],"['""world model"" treatment']",registered,world-model phrase absent from title and abstract,include,empirical,include_empirical,RWE-informed Markov transitions simulate ten-year treatment-sequence outcomes and compare alternative action policies.,exclude,not_applicable,no_future_or_action_evaluation,"The p535 optimising vedolizumab treatment sequences crohn s disease results simulation study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,insufficient_primary_evidence,post_adjudication_inclusion_qc,"Only a conference abstract is available, and the Markov sequence uses literature-informed inputs rather than a directly inspectable learned transition; it cannot support full extraction.",exclude,not_applicable,insufficient_primary_evidence,"Only a conference abstract is available, and the Markov sequence uses literature-informed inputs rather than a directly inspectable learned transition; it cannot support full extraction.","Conference abstract, Methods and Results: treatment-sequence Markov model, published real-world inputs, QALYs and surgery outcomes, and probabilistic sensitivity analysis.",high
