audit_id,route,title,decision,corpus_type,reason_code,dynamics,evaluation,lineage,full_text_url,rationale,confidence
ALT-8803de121c39,fresh_alternate_public_search,[Digital twins in uro-oncology].,include,review,include_review,Synthesizes dynamic uro-oncology twins and tumor progression models,Reviews simulation and intervention use cases,Primary review or perspective record,https://doi.org/10.1007/s00120-026-02827-2,Synthesizes dynamic uro-oncology twins and tumor progression models; reviews simulation and intervention use cases.,high
ALT-de9f081824cc,fresh_alternate_public_search,Predicting breast cancer treatment response and prognosis using AI-based image classification.,exclude,empirical,no_future_or_action_evaluation,Uses sequence features for treatment-response classification,Does not directly evaluate evolving patient-state rollouts,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC12583206/,Uses sequence features for treatment-response classification; does not directly evaluate evolving patient-state rollouts.,medium
ALT-4ec8aacca130,fresh_alternate_public_search,Predicting diabetes mellitus metabolic goals and chronic complications transitions-analysis based on natural language processing and machine learning models.,include,empirical,include_empirical,Learns discrete diabetes complication transitions from EHR data,Evaluates one- and two-year next-state predictions,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC11999128/,Learns discrete diabetes complication transitions from EHR data; evaluates one- and two-year next-state predictions.,high
ALT-1db15c9cac24,fresh_alternate_public_search,Predicting Liver Disease Progression Using Timeseries Random Forest Modeling for Early Intervention and Risk Assessment,uncertain,uncertain,inaccessible_full_text,Title suggests time-series liver progression prediction,No stable primary methods and results text was accessible,Primary conference or chapter record,https://doi.org/10.1109/icoiics67115.2025.11390646,Title suggests time-series liver progression prediction; no stable primary methods and results text was accessible.,low
ALT-3c2780d5948f,fresh_alternate_public_search,Prediction of Alzheimer's Disease Progression with Multi-Information Generative Adversarial Network,include,empirical,include_empirical,Learns multi-information GAN Alzheimer progression,Evaluates generated future disease images and stages,Primary journal article,https://doi.org/10.1109/jbhi.2020.3006925,Learns multi-information GAN Alzheimer progression; evaluates generated future disease images and stages.,medium
ALT-ab6014707f0f,fresh_alternate_public_search,Prediction of Disease Progression and Clinical Response in Systemic Sclerosis: Experience From a Proof-of-Concept Trial.,include,empirical,include_empirical,Fits longitudinal systemic-sclerosis progression and drug effects,Validates outcomes and simulated trial designs,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC11319916/,Fits longitudinal systemic-sclerosis progression and drug effects; validates outcomes and simulated trial designs.,high
ALT-7fd0dbde7906,fresh_alternate_public_search,Predictive modeling of hemodynamics during viscerosensory neurostimulation via neural computation mechanism in the brainstem.,include,empirical,include_empirical,Learns latent neuro-hemodynamic response to stimulation,Evaluates individualized intervention-conditioned dynamics,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC12019394/,Learns latent neuro-hemodynamic response to stimulation; evaluates individualized intervention-conditioned dynamics.,high
ALT-bb4c93d199b3,fresh_alternate_public_search,Probabilistic Forecasting and Information-Theoretic Analysis of Multivariate fMRI Dynamics.,include,empirical,include_empirical,Learns probabilistic multiregion fMRI dynamics,Evaluates multistep neural forecasts and predictive information,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC13409728/,Learns probabilistic multiregion fMRI dynamics; evaluates multistep neural forecasts and predictive information.,high
ALT-3c5208bdbe14,fresh_alternate_public_search,Progression of type 1 diabetes from latency to symptomatic disease is predicted by distinct autoimmune trajectories.,include,empirical,include_empirical,Fits continuous-time latent diabetes autoimmunity transitions,Validates distinct future progression trajectories and onset risk,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC8938551/,Fits continuous-time latent diabetes autoimmunity transitions; validates distinct future progression trajectories and onset risk.,high
ALT-daa53240ed85,fresh_alternate_public_search,Quantifying Genetic and Environmental Factors Accounting for Multistage Progression of Precancerous Lesions and Oral Cancer: Applications to Risk-Guided Prevention.,include,empirical,include_empirical,Calibrates multistate oral-cancer progression risks,Simulates screening and prevention trajectories by risk group,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC12248456/,Calibrates multistate oral-cancer progression risks; simulates screening and prevention trajectories by risk group.,medium
ALT-8c0d38af637d,fresh_alternate_public_search,Quantifying Uncertainty in Alzheimer’s Disease Progression Modelling: A Variational Disease Progression Score Framework,exclude,empirical,no_future_or_action_evaluation,Learns a latent Alzheimer progression score and uncertainty,Evaluates staging rather than future-state or intervention rollouts,Primary preprint record,https://doi.org/10.64898/2026.08.19.26360855,Learns a latent Alzheimer progression score and uncertainty; evaluates staging rather than future-state or intervention rollouts.,medium
ALT-ca8c7adfc7a7,fresh_alternate_public_search,Quantitative Comparisons of Progressive Supranuclear Palsy Rating Scale Versions Using Item Response Theory.,include,empirical,include_empirical,Fits item-response disease progression dynamics,Simulates trial designs and treatment-effect detection power,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC11657017/,Fits item-response disease progression dynamics; simulates trial designs and treatment-effect detection power.,high
ALT-86ecd04e07f7,fresh_alternate_public_search,Risk Factor Identification in Heterogeneous Disease Progression with L1-Regularized Multi-state Models.,include,empirical,include_empirical,Fits regularized multistate disease transitions,Evaluates transition-probability prediction on clinical data,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC8982743/,Fits regularized multistate disease transitions; evaluates transition-probability prediction on clinical data.,high
ALT-0f23277c8ef6,fresh_alternate_public_search,Role of Digital Twin Technology in Medical Sector—Toward Ensuring Safe Healthcare,exclude,review,review_not_primary,Provides a general medical digital-twin safety chapter,Learned transition systems are not verifiably central,Primary review or perspective record,https://doi.org/10.1002/9781119842316.ch5,Provides a general medical digital-twin safety chapter; learned transition systems are not verifiably central.,medium
ALT-a5e6fa903faf,fresh_alternate_public_search,s-SuStaIn: Scaling subtype and stage inference via simultaneous clustering of subjects and biomarkers.,exclude,empirical,no_future_or_action_evaluation,Infers disease subtypes and stages mainly from cross-sectional data,Evaluates staging and incidence rather than dynamic rollouts,Primary journal article,https://europepmc.org/article/MED/40046824,Infers disease subtypes and stages mainly from cross-sectional data; evaluates staging and incidence rather than dynamic rollouts.,medium
ALT-422955863466,fresh_alternate_public_search,scMTG reconstructs single-cell temporal dynamics with Markov transition generators,include,empirical,include_empirical,Learns single-cell Markov transition generators,Evaluates missing-time interpolation and cross-time transitions,Primary preprint record,https://doi.org/10.64898/2026.06.04.730241,Learns single-cell Markov transition generators; evaluates missing-time interpolation and cross-time transitions.,high
ALT-c71fc7548383,fresh_alternate_public_search,SimulAD: a dynamical model for personalized simulation and disease staging in Alzheimer's disease.,include,empirical,include_empirical,Fits multimodal Alzheimer biomarker dynamics,Externally validates simulated trajectories and disease severity,Primary SimulAD external-validation article,https://doi.org/10.1016/j.neurobiolaging.2021.12.015,Fits multimodal Alzheimer biomarker dynamics; externally validates simulated trajectories and disease severity.,high
ALT-497c77ec105e,fresh_alternate_public_search,Simulating the outcome of a clinical intervention from a data‐driven model of Alzheimer's disease progression,exclude,empirical,duplicate_publication,Presents an abstract of the SimulAD intervention study,Superseded by the complete article in row 157,Conference abstract superseded by row 157 article,https://doi.org/10.1002/alz.047385,Presents an abstract of the SimulAD intervention study; superseded by the complete article in row 157.,high
ALT-b6f8ec5868d5,fresh_alternate_public_search,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,include,empirical,include_empirical,Fits multimodal Alzheimer progression dynamics,Simulates timing and dosage of amyloid interventions,Primary SimulAD intervention article,https://pmc.ncbi.nlm.nih.gov/articles/PMC8168944/,Fits multimodal Alzheimer progression dynamics; simulates timing and dosage of amyloid interventions.,high
ALT-5bec8ffd48d9,fresh_alternate_public_search,Simulation of long-term lecanemab treatment effect on Alzheimer's disease progression.,include,empirical,include_empirical,Fits Alzheimer natural-progression models to cohort data,Projects long-term lecanemab treatment delays,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC13283907/,Fits Alzheimer natural-progression models to cohort data; projects long-term lecanemab treatment delays.,high
ALT-6ef29c270060,fresh_alternate_public_search,Simulation of the COVID-19 epidemic on the social network of Slovenia: Estimating the intrinsic forecast uncertainty.,include,empirical,include_empirical,Calibrates network epidemic and disease-progression dynamics,Validates forecasts and uncertainty against Slovenian data,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC7451520/,Calibrates network epidemic and disease-progression dynamics; validates forecasts and uncertainty against Slovenian data.,high
ALT-8ea9085176e4,fresh_alternate_public_search,Simulation of the COVID-19 pandemic on the social network of Slovenia: estimating the intrinsic forecast uncertainty,exclude,empirical,duplicate_publication,Reports the preprint version of row 159,Superseded by the peer-reviewed journal article,Preprint superseded by row 159 journal article,https://europepmc.org/article/PPR/PPR268800,Reports the preprint version of row 159; superseded by the peer-reviewed journal article.,high
ALT-afc5b7064ab2,fresh_alternate_public_search,Simulation of the Progression of the COVID-19 Disease in Northwest Syria Using Basic and Adjusted SIR Model,include,empirical,include_empirical,Calibrates SIR progression to northwest Syria data,Compares baseline and mask-intervention trajectories with observations,Primary preprint record,https://doi.org/10.21203/rs.3.rs-339649/v1,Calibrates SIR progression to northwest Syria data; compares baseline and mask-intervention trajectories with observations.,medium
ALT-ed87368a386c,fresh_alternate_public_search,Simulation-Based Inference for Whole-Brain Network Modeling of Epilepsy using Deep Neural Density Estimators,include,empirical,include_empirical,Personalizes whole-brain seizure dynamics through simulation-based inference,Validates generated spatiotemporal seizure patterns,Primary journal article,https://doi.org/10.1101/2022.06.02.22275860,Personalizes whole-brain seizure dynamics through simulation-based inference; validates generated spatiotemporal seizure patterns.,high
ALT-656641ee746b,fresh_alternate_public_search,Single versus multiple inhaler triple therapy in COPD using data from the pragmatic INTREPID trial: cost-effectiveness analysis from the Chilean public healthcare system perspective.,include,empirical,include_empirical,Adapts a COPD progression model with trial data,Simulates long-term treatment outcomes and exacerbations,Primary journal article,https://doi.org/10.1080/14737167.2026.2693168,Adapts a COPD progression model with trial data; simulates long-term treatment outcomes and exacerbations.,medium
ALT-f4f9d23282a9,fresh_alternate_public_search,Surrogate modeling and control of medical digital twins.,exclude,empirical,no_learned_dynamics,Learns a surrogate from a hand-specified biomedical agent model,Control evaluation lacks observed-data transition learning,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC11102043/,Learns a surrogate from a hand-specified biomedical agent model; control evaluation lacks observed-data transition learning.,high
ALT-b3e7bbcf7025,fresh_alternate_public_search,Temporal Generative Models for Longitudinal Study of Disease Progression Patterns,uncertain,uncertain,inaccessible_full_text,Title suggests temporal generative disease-progression models,Primary methods data and evaluations were inaccessible,Primary conference or chapter record,https://doi.org/10.1109/gseact68539.2026.11620023,Title suggests temporal generative disease-progression models; primary methods data and evaluations were inaccessible.,low
ALT-6dd7b171b472,fresh_alternate_public_search,Temporal order of clinical and biomarker changes in familial frontotemporal dementia.,include,empirical,include_empirical,Fits genotype-specific frontotemporal dementia progression,Simulates endpoints enrollment and prevention-trial power,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC9951811/,Fits genotype-specific frontotemporal dementia progression; simulates endpoints enrollment and prevention-trial power.,high
ALT-0c4c70a8e30e,fresh_alternate_public_search,Thalamic regulation of reinforcement learning strategies across prefrontal-striatal networks.,exclude,not_applicable,wrong_domain,Models reinforcement-learning strategy arbitration in cognition,Does not model a substantive medical health trajectory,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC12531340/,Models reinforcement-learning strategy arbitration in cognition; does not model a substantive medical health trajectory.,medium
ALT-cc1c1352d964,fresh_alternate_public_search,The Coupled Stochastic Dynamical System: A Generative Model for Simulating and Forecasting Youth Mental Health Trajectories,include,empirical,include_empirical,Calibrates coupled stochastic mental-health and sensor dynamics,Tests individual trajectories and counterfactual simulations,Primary journal article,https://doi.org/10.64898/2026.07.26.26358943,Calibrates coupled stochastic mental-health and sensor dynamics; tests individual trajectories and counterfactual simulations.,high
ALT-67acfccd7966,fresh_alternate_public_search,"The Era of Preemptive Medicine: Developing Medical Digital Twins through Omics, IoT, and AI Integration.",exclude,review,review_not_primary,Presents a preemptive-medicine digital-twin vision,Does not substantially synthesize evaluated learned dynamics,Primary review or perspective record,https://pmc.ncbi.nlm.nih.gov/articles/PMC11799569/,Presents a preemptive-medicine digital-twin vision; does not substantially synthesize evaluated learned dynamics.,high
ALT-75ede1e4486d,fresh_alternate_public_search,The Potential of Digital Twins for Pediatric Rare Diseases.,exclude,review,review_not_primary,Discusses potential pediatric rare-disease twins,Provides a perspective rather than central evidence synthesis,Primary review or perspective record,https://pmc.ncbi.nlm.nih.gov/articles/PMC13140324/,Discusses potential pediatric rare-disease twins; provides a perspective rather than central evidence synthesis.,high
ALT-0fdbd7fc2fe3,fresh_alternate_public_search,The potential of the Medical Digital Twin in diabetes management: a review.,include,review,include_review,Reviews medical digital twins for diabetes management,Synthesizes dynamic monitoring prediction and treatment applications,Primary review or perspective record,https://pmc.ncbi.nlm.nih.gov/articles/PMC10397506/,Reviews medical digital twins for diabetes management; synthesizes dynamic monitoring prediction and treatment applications.,high
ALT-4e7f7bf92591,fresh_alternate_public_search,The Virtual Patient Simulator: Using Hemodynamics and the Cardioenergetic Profile to Optimize Heart Failure Care.,exclude,not_applicable,no_primary_empirical_evaluation,Describes a heart-failure virtual patient decision concept,Does not report a verifiable primary model evaluation,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC12013844/,Describes a heart-failure virtual patient decision concept; does not report a verifiable primary model evaluation.,medium
ALT-7371d6ebce00,fresh_alternate_public_search,Toward mechanistic medical digital twins: some use cases in immunology.,exclude,review,review_not_primary,Summarizes mechanistic immune-twin use cases from a forum,Does not centrally synthesize learned transition systems,Primary review or perspective record,https://pmc.ncbi.nlm.nih.gov/articles/PMC10955144/,Summarizes mechanistic immune-twin use cases from a forum; does not centrally synthesize learned transition systems.,medium
ALT-d81426ebf4f9,fresh_alternate_public_search,"Towards a multi-organ, multi-omics medical digital twin.",exclude,review,review_not_primary,Offers a short multi-organ multi-omics twin perspective,Does not provide substantial learned-dynamics evidence synthesis,Primary review or perspective record,https://doi.org/10.1038/s41551-025-01474-w,Offers a short multi-organ multi-omics twin perspective; does not provide substantial learned-dynamics evidence synthesis.,high
ALT-93e4c18ce5af,fresh_alternate_public_search,Towards AI-based precision rehabilitation via contextual model-based reinforcement learning.,exclude,empirical,no_learned_dynamics,Validates a proposed rehabilitation controller only on synthetic patients,No observed medical data fit the transition dynamics,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC12717728/,Validates a proposed rehabilitation controller only on synthetic patients; no observed medical data fit the transition dynamics.,high
ALT-009a6e0f911b,fresh_alternate_public_search,Towards Causality-Aware Inferring: A Sequential Discriminative Approach for Medical Diagnosis.,include,empirical,include_empirical,Learns a causal patient response simulator from clinical dialogues,Evaluates sequential symptom inquiry and diagnosis interactions,Primary journal article,https://doi.org/10.1109/tpami.2023.3292363,Learns a causal patient response simulator from clinical dialogues; evaluates sequential symptom inquiry and diagnosis interactions.,high
ALT-7a4e7d9c8802,fresh_alternate_public_search,Trajectory forecasting lifts the femtosecond ceiling in molecular simulation,exclude,not_applicable,wrong_domain,Forecasts molecular trajectories for physical simulation,Lacks a substantive medical or biomedical modeled state,Primary journal article,https://doi.org/10.1038/s42256-026-01275-z,Forecasts molecular trajectories for physical simulation; lacks a substantive medical or biomedical modeled state.,high
ALT-cb711f02e823,fresh_alternate_public_search,Treatment and therapy with digital twin technology,exclude,review,review_not_primary,Provides a general treatment digital-twin chapter,Learned medical dynamics are not verifiably central,Primary review or perspective record,https://doi.org/10.1201/9781003498117-4,Provides a general treatment digital-twin chapter; learned medical dynamics are not verifiably central.,medium
ALT-96b19f8d66a6,fresh_alternate_public_search,TWIN: Personalized Clinical Trial Digital Twin Generation,include,empirical,include_empirical,Learns personalized clinical-trial patient trajectories,Evaluates digital-twin outcome generation under treatments,Primary conference or chapter record,https://dl.acm.org/doi/10.1145/3580305.3599534,Learns personalized clinical-trial patient trajectories; evaluates digital-twin outcome generation under treatments.,medium
ALT-2e0b832a46b2,fresh_alternate_public_search,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,include,empirical,include_empirical,Fits type 1 diabetes onset dynamics from natural history data,Simulates treatment effects trial designs and power,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC11330176/,Fits type 1 diabetes onset dynamics from natural history data; simulates treatment effects trial designs and power.,high
ALT-dcb2580cae0b,fresh_alternate_public_search,Using an optimized generative model to infer the progression of complications in type 2 diabetes patients.,include,empirical,include_empirical,Learns generative Markov-Bayesian diabetes complication dynamics,Evaluates synthetic illness trajectories and stage transitions,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC9250218/,Learns generative Markov-Bayesian diabetes complication dynamics; evaluates synthetic illness trajectories and stage transitions.,high
ALT-87377213f8c2,fresh_alternate_public_search,Using Constrained-Disorder Principle-Based Systems to Improve the Performance of Digital Twins in Biological Systems.,exclude,review,review_not_primary,Reviews noise handling and constrained disorder in digital twins,Does not centrally synthesize learned medical dynamics evaluations,Primary review or perspective record,https://pmc.ncbi.nlm.nih.gov/articles/PMC10452845/,Reviews noise handling and constrained disorder in digital twins; does not centrally synthesize learned medical dynamics evaluations.,high
ALT-43b2bbc48902,fresh_alternate_public_search,"Using the Non-Adoption, Abandonment, Scale-Up, Spread, and Sustainability (NASSS) Framework to Identify Barriers and Facilitators for the Implementation of Digital Twins in Cardiovascular Medicine.",exclude,review,review_not_primary,Analyzes implementation barriers for cardiovascular twins,Does not review learned transition or rollout evidence centrally,Primary review or perspective record,https://pmc.ncbi.nlm.nih.gov/articles/PMC10385429/,Analyzes implementation barriers for cardiovascular twins; does not review learned transition or rollout evidence centrally.,high
ALT-1c61095bff41,fresh_alternate_public_search,Validating medical digital twins for clinical decision support: beyond predictive accuracy.,exclude,review,review_not_primary,Proposes validation requirements for intervention twins,Is a perspective rather than a substantive evidence synthesis,Primary review or perspective record,https://pmc.ncbi.nlm.nih.gov/articles/PMC13436594/,Proposes validation requirements for intervention twins; is a perspective rather than a substantive evidence synthesis.,high
ALT-d053973ac131,fresh_alternate_public_search,Virtual imaging trials in medicine: A brief takeaway of the lessons from the first international summit.,exclude,not_applicable,no_primary_empirical_evaluation,Reports an international virtual-imaging summit,Does not provide a primary learned dynamics evaluation,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC11882375/,Reports an international virtual-imaging summit; does not provide a primary learned dynamics evaluation.,high
ALT-5dc52895a3b1,fresh_alternate_public_search,Whole Genome Sequencing-based digital twin as a clinical decision support system: in-born disease risks and pharmacogenomics with Large Language Model,exclude,empirical,no_future_or_action_evaluation,Uses genomic risk and pharmacogenomic decision support,Does not establish temporal or action-conditioned state dynamics,Primary conference or chapter record,https://doi.org/10.14293/gof.23.09,Uses genomic risk and pharmacogenomic decision support; does not establish temporal or action-conditioned state dynamics.,medium
ALT-397e5a31b0bc,fresh_alternate_public_search,Whole-heart electromechanical simulations using Latent Neural Ordinary Differential Equations.,exclude,empirical,no_learned_dynamics,Learns a cardiac surrogate from mechanistic simulations,Transition learning is not based on observed patient dynamics,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC11009296/,Learns a cardiac surrogate from mechanistic simulations; transition learning is not based on observed patient dynamics.,high
AUD-9d6f07506042,primary_search_alternate_filter,Can digital twin technology revolutionize public health emergency management? Insights from the PPRR framework.,exclude,review,review_not_primary,Discusses public-health emergency twins through a management framework,Does not substantially synthesize learned medical simulators,Primary review or perspective record,https://pmc.ncbi.nlm.nih.gov/articles/PMC12507705/,Discusses public-health emergency twins through a management framework; does not substantially synthesize learned medical simulators.,high
AUD-6f40540d5fb2,primary_search_alternate_filter,Causal Digital Twins for Precision Medicine: Integrating Multi-Omics and Wearable Data for Intervention Planning,exclude,review,review_not_primary,Presents a conceptual causal-twin architecture,Does not report or synthesize primary learned dynamics evidence,Primary review or perspective record,https://doi.org/10.62311/nesx/rb-978-81-999904-5-6,Presents a conceptual causal-twin architecture; does not report or synthesize primary learned dynamics evidence.,medium
AUD-eb75e7258782,primary_search_alternate_filter,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,include,empirical,include_empirical,Learns causal sequence dynamics of tumor macrophage states,Validates temporal predictions and intervention optimization,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC13505573/,Learns causal sequence dynamics of tumor macrophage states; validates temporal predictions and intervention optimization.,high
AUD-1a76e219c91c,primary_search_alternate_filter,Developing a mathematical model for early detection of viral hepatitis induced liver dysfunction,exclude,not_applicable,no_primary_empirical_evaluation,Conference abstract proposes a hepatitis liver model,No extractable empirical results establish dynamics performance,Primary journal article,https://doi.org/10.1152/physiol.2023.38.s1.5793746,Conference abstract proposes a hepatitis liver model; no extractable empirical results establish dynamics performance.,high
AUD-6c0866a27898,primary_search_alternate_filter,Digital Twins for Predictive Modelling of Thrombosis and Stroke Risk: Current Approaches and Future Directions,exclude,review,review_not_primary,Sets a future research agenda for thrombosis twins,Does not substantially synthesize evaluated learned dynamics,Primary review or perspective record,https://doi.org/10.1055/a-2761-5903,Sets a future research agenda for thrombosis twins; does not substantially synthesize evaluated learned dynamics.,high
AUD-7b680c396592,primary_search_alternate_filter,Individual hearts: computational models for improved management of cardiovascular disease,include,review,include_review,Reviews data-driven and mechanistic individualized heart models,Synthesizes patient-specific simulation and decision-support evidence,Primary review or perspective record,https://doi.org/10.1136/heartjnl-2024-324177,Reviews data-driven and mechanistic individualized heart models; synthesizes patient-specific simulation and decision-support evidence.,medium
AUD-1591cd857d17,primary_search_alternate_filter,Individualized Physiology-Based Digital Twin Model for Sports Performance Prediction : A Reinterpretation of the Margaria-Morton Model,exclude,not_applicable,wrong_domain,Models individualized exercise physiology for racing performance,The application is sports performance rather than medicine,Primary preprint record,https://doi.org/10.21203/rs.3.rs-3854200/v1,Models individualized exercise physiology for racing performance; the application is sports performance rather than medicine.,high
AUD-d5aa0fec108f,primary_search_alternate_filter,P535 Optimising vedolizumab in treatment sequences for Crohn’s disease: Results from a simulation model using real-world evidence,include,empirical,include_empirical,Parameterizes Crohn treatment-state transitions from real-world evidence,Compares sequential therapy policies and outcomes,Primary journal article,https://doi.org/10.1093/ecco-jcc/jjab076.656,Parameterizes Crohn treatment-state transitions from real-world evidence; compares sequential therapy policies and outcomes.,medium
AUD-a956f62c779d,primary_search_alternate_filter,Pumping the brakes on RNA velocity by understanding and interpreting RNA velocity estimates.,include,empirical,include_empirical,Evaluates RNA-velocity transition estimates in single cells,Tests direction and speed against known and simulated dynamics,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC10601342/,Evaluates RNA-velocity transition estimates in single cells; tests direction and speed against known and simulated dynamics.,high
AUD-7f06de254050,primary_search_alternate_filter,Temporal dynamics of trauma memory persistence.,include,empirical,include_empirical,Calibrates trauma-memory persistence dynamics to empirical data,Tests time-course predictions and intervention parameters,Primary preprint record,https://pmc.ncbi.nlm.nih.gov/articles/PMC10244962/,Calibrates trauma-memory persistence dynamics to empirical data; tests time-course predictions and intervention parameters.,high
AUD-598ee162edd1,primary_search_alternate_filter,WITHDRAWN: Understanding of Comorbidities Using Modeling Techniques on EHR,exclude,not_applicable,unstable_record,Reports a coupled-HMM comorbidity model in a withdrawn record,The withdrawn version is not stable primary evidence,Withdrawn version,https://doi.org/10.21203/rs.3.rs-1017334/v2,Reports a coupled-HMM comorbidity model in a withdrawn record; the withdrawn version is not stable primary evidence.,high
